Problem,Training set mean,Training set stddev,Validation set mean,Validation set stddev,Test set mean,Test set stddev,Test set classificaction mean,Test set classification stddev,Overfit mean,Overfit stddev,Total epochs mean,Total epochs stddev,Relevant epochs mean,Relevant epochs stddev
flare1.dt,1.462007487760744,4.440892098500626E-16,0.4289869194978034,1.6653345369377348E-16,0.399778901051568,0.0,2,0.0,0.0,0.0,1,4.527692569068709,0,0.0
flare2.dt,0.5107272217134751,0.31764190870077297,0.33662048924042964,0.03281723877354092,0.399778901051568,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0
flare3.dt,0.5634004551088159,0.31404099606463465,0.41176399530836777,0.109046940647155,0.399778901051568,0.0,1,0.0,22.31369674999815,32.963931437476944,0,0.0,0,0.0
